Issue_Size(crores),QIB,HNI,RII,Offer Price,Month,Year,Demand_Gap,log_issue_size,Apply_Label,Nifty_Return_7d
4321.44,208.63,62.49,10.79,1503,10,2024,197.84,8.371575336605119,1,-1.6594008659932658
27858.8,6.97,0.6,0.5,1960,10,2024,6.47,10.234940068557131,0,-1.9714206940925516
264.1,1.24,9.03,10.81,95,10,2024,-9.57,5.5801071132949795,0,0.17090019695529257
157.96,95.74,207.6,85.61,168,10,2024,10.129999999999995,5.0686525982435615,1,-3.5689533211082924
341.95,253.04,431.63,98.29,220,10,2024,154.75,5.83758466394533,1,-2.6560384868555276
150.84,148.55,511.62,143.95,120,9,2024,4.600000000000023,5.022827334861618,1,1.5543434240971932
410.0,163.16,163.02,51.39,128,9,2024,111.77,6.018593214496234,1,2.3027641457811665
777.0,240.79,142.41,31.08,263,9,2024,209.70999999999998,6.656726524178391,1,2.3027641457811665
492.88,27.99,44.71,25.95,172,9,2024,2.039999999999999,6.202292572699543,0,2.3027641457811665
1100.0,136.85,56.08,16.58,480,9,2024,120.27,7.00397413672268,1,2.279080006045131
230.0,25.42,27.41,21.52,226,9,2024,3.900000000000002,5.442417710521793,0,0.9490930413177612
6560.0,209.36,41.51,7.04,70,9,2024,202.32000000000002,8.788898309344878,1,0.9490930413177612
500.0,23.32,22.24,10.76,240,9,2024,12.56,6.2166061010848646,0,0.9490930413177612
169.65,150.87,210.12,73.22,83,9,2024,77.65,5.139614675352716,1,0.431374327517986
167.93,232.54,414.62,91.95,529,9,2024,140.58999999999997,5.129484427934637,1,-0.8569865748787153
834.68,81.83,59.43,9.12,389,9,2024,72.71,6.728245764687989,0,-0.7991235228295035
601.2,136.85,71.23,19.79,334,9,2024,117.06,6.400589616047633,1,0.7520795675146186
2830.4,216.67,50.04,7.69,450,9,2024,208.98,7.948526567960397,1,1.8398116740350634
214.76,189.9,300.6,66.87,206,8,2024,123.03,5.374166678831474,1,1.9521671904509486
600.29,205.41,128.42,19.11,900,8,2024,186.3,6.3990773472736056,1,3.590368560704116
160.01,64.12,358.65,61.88,160,8,2024,2.240000000000002,5.081466474856847,1,2.412611889434846
4193.73,19.3,4.68,2.31,465,8,2024,16.990000000000002,8.341584254493847,1,-2.3412341643473833
276.57,138.75,252.48,131.15,108,8,2024,7.599999999999994,5.626073153628491,1,-2.3412341643473833
6145.56,5.31,2.4,3.92,76,8,2024,1.3899999999999997,8.723647854712725,0,-2.3391722685632055
1252.66,31.5,14.42,3.77,401,8,2024,27.73,7.133822552053442,0,-2.978202612442993
1856.74,90.09,42.21,21.3,679,8,2024,68.79,7.5271159741674865,0,-3.3916002769231124
510.55,145.68,136.5,24.23,95,7,2024,121.45,6.237445332324949,1,0.9013513564986031
1952.03,195.83,48.32,7.21,1008,7,2024,188.62,7.577137291741803,1,0.7559455880979948
745.0,146.05,51.46,13.64,256,7,2024,132.41000000000003,6.61472560020376,1,0.7559455880979948
171.0,163.9,208.81,54.93,207,7,2024,108.97,5.147494476813453,1,3.1806235618347056
1500.0,50.37,32.4,4.51,281,7,2024,45.86,7.313886831633462,1,2.649876007297869
537.02,0.74,8.86,6.11,369,6,2024,-5.37,6.287895734192011,1,2.1032471907424632
18000.0,17.56,4.13,0.92,11,4,2024,16.639999999999997,9.798182590890704,0,1.3372976063531272
4275.0,48.57,10.52,2.83,570,4,2024,45.74,8.360773272144936,1,0.29438704811810545
130.2,59.59,214.94,46.97,210,4,2024,12.620000000000005,4.876722876509988,0,1.9203259451231913
300.12,7.33,43.91,3.32,715,3,2024,4.01,5.707508856397014,1,-1.4494733154725825
601.55,1.97,0.66,1.05,295,3,2024,0.9199999999999999,6.401170649473401,0,-3.005757379415519
650.0,17.5,9.5,4.01,401,3,2024,13.49,6.478509642208569,0,-1.155734384549345
251.19,32.09,46.33,17.44,221,3,2024,14.650000000000002,5.530182771674116,0,-1.5267227631358016
423.56,20.58,34.36,34.03,288,3,2024,-13.450000000000003,6.0510533385196394,0,1.6053388328979512
224.0,189.28,250.38,58.52,28,3,2024,130.76,5.41610040220442,1,1.3298338708492397
2499.99,8.92,6.93,0.0,100,3,2024,8.92,7.824441932468986,0,1.6053388328979512
429.0,121.8,153.22,119.59,142,3,2024,2.2099999999999937,6.063785208687608,1,0.6464840724029752
235.32,151.0,141.83,50.99,171,3,2024,100.00999999999999,5.46518681878307,1,0.6464840724029752
525.14,17.3,11.02,2.44,186,2,2024,14.860000000000001,6.265567337019319,1,-0.9647651818706082
1800.0,0.0,0.06,0.52,360,2,2024,-0.52,7.496097345175956,0,-0.7734277000531087
72.17,178.73,721.34,188.17,151,2,2024,-9.439999999999998,4.292785500895938,1,1.9026705784459974
1600.0,2.28,0.22,1.33,1258,2,2024,0.9499999999999997,7.3783837129967145,0,0.5024929607168049
570.0,38.75,25.05,5.46,414,2,2024,33.29,6.3473892096560105,0,0.31394684362135994
523.07,6.64,4.05,2.49,468,2,2024,4.1499999999999995,6.261625263185248,0,0.31394684362135994
600.0,143.66,62.75,10.44,311,2,2024,133.22,6.398594934535208,0,0.31394684362135994
920.0,75.14,52.41,30.35,155,2,2024,44.79,6.825460036255307,1,-0.37515210511316344
309.29,123.3,300.14,237.0,135,2,2024,-113.7,5.737507344057822,1,2.7013140872868213
143.81,79.31,224.08,77.12,41,1,2024,2.1899999999999977,4.975422538340511,1,1.2275004659343836
640.05,25.5,28.1,6.29,230,1,2024,19.21,6.46310745699871,0,-0.23108532691923367
1171.58,40.14,14.85,3.19,418,1,2024,36.95,7.066961728270041,1,-1.8866109808157505
1000.0,44.13,36.48,26.17,331,1,2024,17.96,6.90875477931522,1,1.4808297641312862
570.0,116.73,64.95,17.15,448,12,2023,99.58000000000001,6.3473892096560105,0,1.2972520815984323
740.0,179.66,87.61,23.79,524,12,2023,155.87,6.608000625296087,1,1.6810061397827036
1008.59,220.48,62.17,15.09,850,12,2023,205.39,6.917299586825058,1,0.9232550550460239
549.78,104.95,55.52,19.94,280,12,2023,85.01,6.311335455374621,0,0.9232550550460239
100.0,13.43,9.27,24.74,100,12,2023,-11.309999999999999,4.61512051684126,0,0.9232550550460239
960.0,17.47,13.2,7.61,291,12,2023,9.86,6.8679744089702925,0,1.2210454765653855
151.09,157.4,233.91,122.28,55,12,2023,35.120000000000005,5.024472450884278,1,1.2210454765653855
400.0,24.31,18.9,9.3,360,12,2023,15.009999999999998,5.993961427306569,0,1.2210454765653855
1459.32,147.8,53.2,15.3,660,12,2023,132.5,7.286410868768567,1,1.667672981051993
1200.0,115.97,66.51,69.67,790,12,2023,46.3,7.0909098220799835,1,0.7289139171472225
1200.0,89.7,28.51,9.95,493,12,2023,79.75,7.0909098220799835,1,0.7289139171472225
593.0,115.6,33.37,13.01,304,12,2023,102.58999999999999,6.386879319362645,1,2.4490228698479832
3042.51,203.41,62.11,16.5,500,11,2023,186.91,8.020766733619398,1,2.229868948029856
500.69,129.0,62.23,28.95,169,11,2023,100.05,6.217982399061142,1,2.229868948029856
1092.26,3.51,1.45,1.82,140,11,2023,1.6899999999999997,6.996919337289842,0,2.229868948029856
2150.21,104.57,24.16,7.73,32,11,2023,96.83999999999999,7.6737857535120915,1,1.8487862925904208
833.91,142.41,35.47,5.7,282,11,2023,136.71,6.727323934610559,0,2.313238372235338
489.95,46.94,31.62,8.93,792,11,2023,38.01,6.196342289615299,0,1.6217881502097242
463.0,173.52,84.37,16.97,60,11,2023,156.55,6.139884552226255,1,2.2970970779469635
1701.44,11.5,4.02,1.35,324,11,2023,10.15,7.439817795111894,0,1.8871449618711456
1900.0,108.57,24.42,3.06,648,11,2023,105.50999999999999,7.550135342488429,1,2.940513595566685
840.27,13.72,13.59,2.24,346,11,2023,11.48,6.734912654821954,0,-2.8322668058654132
544.36,44.73,48.34,9.29,505,10,2023,35.44,6.30144612705453,0,-4.431943441407881
71.28,42.84,388.09,374.81,54,10,2023,-331.97,4.280547465724028,1,1.3582538564936408
152.46,20.83,73.64,16.06,140,10,2023,4.77,5.033439946749519,1,-0.056950877434835956
2800.0,57.09,15.99,10.32,119,10,2023,46.77,7.937731775260109,1,-1.0819361099429048
640.0,4.48,0.85,1.39,300,10,2023,3.0900000000000007,6.46302945692067,0,-1.2104674415797323
270.2,1.06,5.18,1.66,215,10,2023,-0.5999999999999999,5.60285655606624,0,-1.0819361099429048
730.0,12.71,13.54,6.82,385,9,2023,5.890000000000001,6.594413459749778,1,-2.3568351372246776
1201.0,12.35,2.47,0.88,222,9,2023,11.469999999999999,7.091742115095153,0,-2.3568351372246776
775.0,2.05,0.42,2.11,142,9,2023,-0.06000000000000005,6.654152520183219,0,-3.0285644993088057
1370.1,8.82,1.22,1.11,126,9,2023,7.71,7.22336861636261,0,-1.5952885541743789
563.38,16.73,8.85,5.94,164,9,2023,10.79,6.335727783489703,0,-1.5952885541743789
1964.01,52.26,13.23,2.13,1035,9,2023,50.129999999999995,7.583252613348937,1,0.4109555023377398
321.25,0.67,29.73,16.62,211,9,2023,-15.950000000000001,5.775327641819297,1,-1.2702318421204062
869.08,187.32,34.75,7.73,735,9,2023,179.59,6.768585161444106,1,2.0593549664612354
165.03,133.05,135.21,54.01,98,9,2023,79.04000000000002,5.112168494919695,1,3.856635043446177
490.78,72.54,31.29,8.44,441,9,2023,64.10000000000001,6.19803146201739,0,3.856635043446177
308.61,171.69,111.03,32.02,99,9,2023,139.67,5.735313440935549,1,1.6043953370255215
351.0,194.73,126.13,34.41,108,8,2023,160.32,5.863631175598097,1,-0.7354358310185272
